Sample,Time,Type,Actb,Bmi1,Bmp4,Bmp7,Bmpr1a,Cd34,Cdh1,Cdh2,Cdk2,Cdx2,Cldn6,Ctcf,Ctnnb1,Dnmt1,Dnmt3b,Dppa3,Dppa4,Eomes,Esrrb,Ezh2,Fbxo15,Fgf4,Fgf5,Fgfr2,Foxa2,Gapdh,Gata1,Gata4,Gata6,Gdf3,GFAP,Gli2,Grb2,Gsc,Gsk3b,Hand1,Hdac1,Hes1,Igf2,Isl1,Jag1,Jarid2,Kdm1a,Kdm4c,Klf4,Lif,Lifr,Lin28a,Mbd3,MBP,Mef2a,Mixl1,Mki67ip,Myc,Myst3,Nanog,Ncam1,Nestin,Notch1,Nr0b1,Nr5a2,Nr6a1,Olig1,Olig2,Otx2,Pax6,Pou5f1,Prmt6,Prmt7,Ptpn11,Rai1,Rcc1,Rest,Sall4,Setdb1,Smad1,Smarca4,Smarcc1,Socs3,Sox1,Sox2,Stat3,T,Tbx3,Tcf7l1,Tcl1,Tgm2,Trp53,Tubb3,Utf1,Vim,Wdr5,Wnt3a,Wnt5a,Zfp281,Zfp42,
R1.24h.3H,24,R1,11.69168624,19.16256061,18.8999917,0.0,19.01061315,0.0,0.0,0.0,15.42035325,0.0,0.0,14.40933093,13.63075048,13.00811276,12.61136167,0.0,16.82424909,18.53872722,17.05673921,17.33163047,15.88778239,14.40811609,0.0,0.0,0.0,8.167405637,0.0,0.0,0.0,13.19560881,0.0,17.29317729,17.30474978,0.0,0.0,18.39788756,12.92077333,20.51938124,0.0,0.0,0.0,13.38562352,12.56910448,15.27328788,0.0,0.0,16.28000112,16.04394822,13.62881415,0.0,17.37577627,0.0,18.00913483,12.8388721,15.19742938,15.5198834,0.0,19.99751819,0.0,15.58744352,17.78263353,0.0,0.0,0.0,15.78847104,17.26555166,14.21280476,0.0,17.14075702,14.75767657,0.0,18.42947076,12.97453483,14.93656824,17.5057302,17.38356509,0.0,13.82584611,0.0,26.93932227,17.27990095,18.09443807,0.0,0.0,14.43849151,0.0,0.0,13.75525654,15.54439574,14.23781126,13.25171024,15.35648516,0.0,0.0,13.59248418,11.98264086,
R1.24h.4A,24,R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.38230874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.27640449,0.0,0.0,0.0,15.33186843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.66901159,0.0,20.71042154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.48777147,0.0,0.0,0.0,0.0,18.48304895,0.0,
R1.24h.4B,24,R1,10.82630011,0.0,0.0,0.0,0.0,0.0,0.0,18.5650008,14.81460868,0.0,0.0,14.37274801,12.70052938,13.20112694,10.33678634,16.69404612,16.91453694,15.16502615,0.0,19.36224167,16.34826379,13.05608014,14.41222941,18.33254192,0.0,8.213016077,0.0,0.0,0.0,13.98185744,0.0,0.0,16.46171116,0.0,0.0,0.0,12.41180941,0.0,0.0,0.0,0.0,13.46638085,12.40499262,15.03857018,0.0,0.0,18.56894456,13.80209301,13.47686601,0.0,0.0,0.0,17.72552565,15.20299148,15.2021903,16.00800927,0.0,0.0,0.0,15.42984162,0.0,0.0,0.0,35.5,13.98024601,0.0,15.75911853,0.0,17.09105651,17.09252312,0.0,15.94251484,12.88927062,13.82171848,16.60971238,16.18723395,0.0,13.77044834,18.54418314,0.0,0.0,17.34432195,0.0,17.81968065,14.43879975,0.0,0.0,14.15312735,15.6248061,13.50947166,14.1616608,15.38898516,0.0,17.84041781,13.51989553,12.22793202,
R1.24h.4C,24,R1,11.82504852,17.45951537,0.0,0.0,18.29999206,0.0,0.0,0.0,15.30277244,0.0,18.30641677,13.99314343,11.90146738,12.29704729,11.24058446,0.0,15.01403787,17.81999941,0.0,18.00198233,15.836799,11.34004355,15.91310508,0.0,0.0,8.14720486,0.0,22.82305512,0.0,13.57591389,0.0,0.0,15.92515221,0.0,0.0,0.0,11.72148415,0.0,0.0,0.0,0.0,13.89407111,11.62921699,14.13400194,18.39317307,0.0,18.52775134,13.75892877,13.22380474,0.0,18.10557447,0.0,16.61784466,13.26005453,15.7885311,20.42362162,0.0,0.0,19.68118123,14.06522311,21.76524543,0.0,0.0,0.0,13.24246169,0.0,13.88190814,0.0,16.60939684,14.60571707,0.0,16.41864469,13.97913534,13.78364085,17.55337212,18.83742465,0.0,12.99077328,0.0,0.0,16.01944247,16.0495085,0.0,0.0,13.47344229,0.0,0.0,13.44892766,15.65431109,15.23411752,14.50829412,14.53703387,0.0,16.70881718,13.51714795,13.49864336,
R1.24h.4D,24,R1,11.5456638,19.8249253,0.0,0.0,0.0,0.0,0.0,0.0,15.79902573,0.0,16.30600979,14.74776594,12.64807037,13.40351693,10.89824114,0.0,18.61840708,17.71099594,17.32379098,17.95439076,0.0,14.06920729,0.0,0.0,0.0,8.774303402,0.0,0.0,0.0,14.1693694,0.0,0.0,17.650933,0.0,0.0,0.0,12.73574059,0.0,0.0,0.0,16.87093728,14.31468604,11.55296482,17.13646357,0.0,0.0,17.41092997,14.86440653,14.16766939,0.0,0.0,0.0,16.71581115,14.80633402,15.86027948,17.79882446,0.0,0.0,0.0,15.08850417,0.0,0.0,0.0,0.0,15.34361752,5.348692547,14.03812579,0.0,16.48754504,15.70741974,0.0,16.44234195,12.70752634,13.98320797,17.55117216,0.0,0.0,13.45735551,0.0,0.0,16.22197436,15.50355531,0.0,0.0,14.26372454,0.0,0.0,14.6985302,17.29164663,13.71044921,12.66207343,15.18648718,0.0,0.0,13.15701271,14.39662143,
R1.24h.4E,24,R1,9.570718465,17.89029602,0.0,0.0,16.12848806,17.04301228,0.0,0.0,14.20273648,0.0,16.3149486,12.94989693,10.82697608,11.46087919,9.726068551,0.0,15.24785198,15.7549189,15.32187368,15.96109847,14.44538614,10.40864677,14.13105599,17.2078833,0.0,6.785323659,0.0,0.0,0.0,12.5820004,0.0,18.51783915,15.12430042,0.0,0.0,0.0,10.83303099,18.94453995,0.0,0.0,17.50585786,12.81542908,10.48145205,13.56465157,0.0,0.0,16.66667755,13.89620353,11.24590802,0.0,0.0,0.0,16.88392964,11.29778353,14.60373183,17.41699765,0.0,0.0,20.26352853,12.54771859,17.78746642,0.0,0.0,0.0,15.25346952,0.0,12.87807425,0.0,14.71300963,13.97877588,0.0,14.91883425,11.93088471,14.28938404,16.47124772,15.90315871,0.0,11.97550378,17.90200901,24.5589978,14.50920517,15.17634879,0.0,18.26562269,12.99079521,0.0,0.0,12.50324494,14.24988996,11.31418534,11.73182736,13.80287771,0.0,0.0,11.87710032,11.342563,
R1.24h.4F,24,R1,17.75615601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.07797955,18.20764304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25742542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.38421485,0.0,0.0,0.0,0.0,19.09925284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65728895,0.0,0.0,0.0,0.0,0.0,0.0,18.45923008,0.0,26.33976962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.42168339,0.0,0.0,0.0,0.0,25.54211459,19.72668078,
R1.24h.4G,24,R1,18.71810618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.39690778,0.0,17.21075493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.67520083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.27385775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0097028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.07485407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.10444217,
R1.24h.4H,24,R1,17.76814039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.43221334,0.0,0.0,21.02088435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.47424431,0.0,0.0,0.0,17.83167222,0.0,19.15521247,0.0,0.0,0.0,0.0,19.42916464,0.0,0.0,0.0,0.0,0.0,17.8593323,0.0,0.0,0.0,0.0,19.47188238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65061074,0.0,0.0,0.0,0.0,18.92345495,0.0,0.0,0.0,24.26237206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.80235518,0.0,0.0,0.0,0.0,0.0,0.0,17.75882046,
R1.24h.5A,24,R1,11.68102907,0.0,15.01388551,0.0,16.65886407,17.98936335,0.0,20.19938323,14.3480214,0.0,16.90819323,14.06901876,12.40473961,12.4481719,12.24515256,0.0,15.347192,15.54076171,14.46389048,16.70240558,13.10411976,11.40438404,0.0,0.0,0.0,7.734076845,0.0,0.0,0.0,13.22042931,0.0,20.26069349,15.74988547,0.0,0.0,0.0,11.66950103,0.0,0.0,0.0,17.49404759,12.20296053,11.56079685,14.98760165,14.86281824,0.0,15.74109624,14.23339777,14.56135842,0.0,0.0,0.0,15.25099526,15.43062728,14.937892,13.57319116,0.0,0.0,18.84200262,0.0,19.77767719,24.96152124,0.0,0.0,15.57369484,0.0,14.50993376,0.0,15.77234234,14.94918654,18.40637696,15.87833372,11.76507252,13.60086332,16.93638681,15.52048606,0.0,12.88108323,0.0,0.0,19.7377857,17.06607622,0.0,16.16912058,13.88066614,0.0,17.10130737,16.50056669,13.10699455,23.94366169,11.2264873,14.69705746,0.0,18.45146459,13.44699854,11.14393297,
R1.24h.5B,24,R1,10.99704582,21.24907564,18.96139163,0.0,18.06398136,18.59896883,0.0,22.11061717,15.83510204,0.0,0.0,13.90254663,12.48238903,12.44093441,11.68501332,0.0,17.47865858,17.16535983,17.40533354,17.08580166,15.66180578,13.77776913,16.37376139,18.45281756,0.0,8.234074249,0.0,23.75536105,23.92503064,17.29689937,0.0,16.82646179,14.71943239,0.0,17.72253978,0.0,11.79871127,0.0,0.0,0.0,0.0,12.97639665,11.58147081,15.08641474,24.37865163,24.97067036,15.65255943,14.83720812,13.2330283,0.0,0.0,0.0,17.35628935,13.36445351,14.72049771,0.0,0.0,0.0,0.0,14.30897321,16.94649678,19.83277997,0.0,0.0,14.48807639,0.0,14.42478649,0.0,16.02491087,15.94860166,0.0,16.80641483,13.23052905,14.69656846,18.09215013,16.46571914,0.0,12.68237908,0.0,0.0,0.0,17.19982068,0.0,26.1371512,16.8748699,0.0,0.0,13.88469846,15.67280283,15.66148699,13.76082798,16.49231421,0.0,18.24594388,13.55071421,11.67302034,
R1.24h.5C,24,R1,11.02481934,17.95558528,17.67948176,0.0,0.0,0.0,0.0,0.0,16.92197085,0.0,17.53443141,14.71707368,12.53365535,12.7911679,9.085725738,0.0,17.61752373,0.0,25.30564399,26.39384152,16.49745502,15.58316421,17.85626254,27.4382141,0.0,8.074120206,0.0,0.0,0.0,16.18703941,0.0,0.0,18.19478258,0.0,20.20858586,0.0,12.15955286,0.0,0.0,0.0,17.47416459,14.10507269,12.4945804,15.32675306,23.67639125,19.66216581,16.17703736,13.97922194,13.420233,0.0,0.0,0.0,15.52465727,14.72763235,16.24686433,0.0,0.0,0.0,0.0,16.4177466,0.0,20.29168372,0.0,0.0,22.31504599,0.0,14.21150492,26.14587274,16.39880333,15.95804481,17.81173855,16.5517281,13.4779077,15.19951317,16.98795895,17.6862789,0.0,12.93762434,0.0,0.0,0.0,24.57380552,0.0,0.0,14.54756965,0.0,0.0,14.75713125,17.56997319,16.8904725,13.87051906,15.2426578,0.0,0.0,14.66981573,16.96001118,
R1.24h.5D,24,R1,10.3200172,0.0,19.06170808,0.0,18.01600758,0.0,0.0,19.72109539,16.5371487,0.0,0.0,13.83615722,12.3238061,12.72007419,10.18617381,0.0,17.08318995,18.13237859,16.92819742,17.86988701,14.97174755,11.43979042,16.28576645,17.78653314,17.50996163,7.832328285,0.0,0.0,0.0,15.01619811,18.10333215,27.20148698,18.17920849,0.0,0.0,0.0,11.50108821,0.0,22.18098471,0.0,0.0,14.00949638,12.12182584,14.59524195,0.0,0.0,16.61627789,14.48020155,12.9335165,0.0,0.0,0.0,16.152134,14.80399641,15.88095625,25.29299549,0.0,0.0,0.0,17.92011829,28.10377712,0.0,0.0,0.0,15.95666318,0.0,13.5831431,0.0,16.38805801,15.55507567,0.0,16.14599473,12.94499215,14.57803237,17.86981289,17.83211711,0.0,12.91719706,0.0,0.0,0.0,17.75839622,0.0,0.0,13.4218318,20.32940773,0.0,13.90483667,16.42291817,12.75998206,12.93054047,14.7643514,0.0,0.0,13.27414517,13.82126498,
R1.24h.5E,24,R1,11.10181415,19.05197957,16.47082375,0.0,17.99846431,0.0,0.0,20.40482731,15.26562503,0.0,0.0,14.90874534,12.95324572,12.63956806,10.83387139,0.0,17.6986746,0.0,15.50442321,18.14272108,16.7216181,12.95933251,25.97552331,0.0,0.0,7.893661655,0.0,0.0,0.0,14.10599629,0.0,17.82906672,16.37834502,0.0,0.0,0.0,12.73524834,0.0,0.0,0.0,0.0,13.69004756,12.73602508,15.49293025,0.0,0.0,16.17213386,14.68822328,12.86951306,0.0,19.0010827,0.0,16.26301144,13.89856637,15.16960936,16.53202077,0.0,19.23555044,0.0,15.43618357,19.50600345,0.0,0.0,0.0,17.28613951,0.0,14.77611331,0.0,15.78877896,14.73623165,0.0,16.8842471,13.16520521,16.5571321,17.11690026,20.60207513,0.0,13.48651177,0.0,0.0,0.0,17.79722171,0.0,0.0,15.50085662,0.0,0.0,14.45745742,15.35377793,13.95221401,11.00676673,15.83642701,0.0,0.0,13.61671698,11.62829427,
R1.24h.5F,24,R1,11.39437474,19.51573951,24.86200732,0.0,38.32229705,0.0,0.0,0.0,17.31372516,0.0,18.52021068,14.38580421,12.5745971,12.67294551,10.77855125,0.0,16.4685012,0.0,16.12546075,17.21770737,17.98214641,15.04623476,15.37646838,18.6549969,0.0,8.215885839,0.0,0.0,0.0,15.13904992,0.0,0.0,16.25517189,0.0,0.0,0.0,12.89927608,0.0,0.0,0.0,0.0,14.5675629,12.58794652,16.32721977,15.56032838,0.0,17.32212102,15.07619583,13.70288574,0.0,18.09957372,0.0,17.06841805,14.81911513,15.3634071,0.0,0.0,0.0,0.0,19.85452239,0.0,0.0,0.0,0.0,14.31396863,0.0,13.96459881,19.24953679,15.81950373,14.77265633,0.0,16.56031808,13.45736968,14.6088754,17.79792119,17.68785322,0.0,13.13611679,0.0,0.0,0.0,17.31252972,0.0,0.0,14.77665871,0.0,0.0,14.36491247,15.47348435,13.02277173,13.83712135,15.11717987,0.0,0.0,14.25613785,13.02980488,
R1.24h.5G,24,R1,11.43423364,18.51578677,17.42432251,0.0,25.3252702,18.45208696,0.0,0.0,14.45711264,0.0,18.57175764,15.24308509,12.84426165,12.90866238,11.83628706,0.0,20.2001536,17.03924365,0.0,18.40833778,14.71334707,23.03997637,17.91769588,18.4751514,16.39455171,8.474839522,18.09880249,13.61716414,14.33947591,16.43727243,0.0,0.0,15.55005104,0.0,18.23617706,0.0,12.47577354,19.2961753,18.1690191,0.0,0.0,15.35164395,11.96571934,16.24884338,14.96920173,0.0,18.82323776,14.72136661,13.99484131,0.0,0.0,0.0,16.62983051,11.49789609,14.61484895,18.21213396,0.0,0.0,0.0,17.73116065,18.97436062,0.0,0.0,0.0,25.58272809,0.0,13.80320703,0.0,16.18593526,15.80558749,0.0,15.77525213,13.21592239,13.06396118,17.51591118,18.07042141,0.0,13.3494612,0.0,0.0,0.0,15.62421909,0.0,14.31418963,15.13070733,0.0,0.0,14.18186358,16.38576809,13.79333681,10.83501474,15.62875029,0.0,0.0,13.93165306,14.86823675,
R1.24h.5H,24,R1,12.51921042,20.49460366,26.86113792,0.0,18.54909277,0.0,0.0,0.0,16.82177591,0.0,0.0,16.47152175,14.5909195,14.20446391,12.60182328,19.09639241,19.40616918,17.46778379,17.91740006,18.91103499,16.1061473,13.81349423,18.25898152,0.0,0.0,9.127290229,0.0,0.0,0.0,14.72955539,0.0,0.0,17.53596042,0.0,0.0,0.0,13.80754277,0.0,0.0,0.0,0.0,14.72215602,13.1775401,16.04519339,16.84753525,21.14723385,16.83517804,16.40654033,15.06519447,0.0,0.0,0.0,0.0,17.71132756,22.01264344,24.12723153,0.0,0.0,0.0,16.70484637,20.75996821,19.579445,0.0,0.0,15.76642735,0.0,14.6130011,0.0,18.60393061,17.26462126,26.07479971,18.61804022,13.89175702,15.60348269,18.8809569,18.24003077,0.0,14.75657125,0.0,0.0,17.60749756,25.81528871,0.0,25.45976201,14.95032778,19.77372685,25.16954589,15.42568322,21.13501626,14.83443375,14.32361442,16.86691599,0.0,0.0,15.62064701,13.5019353,
R1.24h.6A,24,R1,11.21799456,19.77377719,0.0,0.0,17.31475031,0.0,0.0,0.0,15.56747394,0.0,0.0,14.0502316,12.32035449,12.84057589,11.58021734,0.0,16.55142068,17.8329769,16.27608451,18.57959208,16.93044717,12.69893601,18.44164251,0.0,22.66731979,8.467583741,0.0,0.0,0.0,13.78689043,0.0,27.30215843,16.79483525,0.0,19.06314745,0.0,12.58164493,0.0,0.0,0.0,0.0,13.75108869,12.19951745,14.42807862,17.17403838,0.0,15.88288841,14.36565775,14.84378075,0.0,0.0,0.0,16.85256801,12.7234914,15.84743943,17.78921638,0.0,0.0,0.0,14.50308522,0.0,0.0,0.0,0.0,14.92622577,0.0,18.913447,0.0,15.89652658,16.59092225,0.0,14.87102998,12.91143457,15.63520487,17.90999736,0.0,0.0,13.55362756,0.0,0.0,0.0,18.43650472,0.0,0.0,15.06547884,0.0,0.0,22.06124927,14.76806734,0.0,14.66096912,14.75202534,0.0,18.50232482,13.14639658,11.79764757,
R1.24h.6B,24,R1,10.6522317,18.29021576,17.93321778,0.0,16.85427562,18.53860586,0.0,0.0,15.0869007,0.0,18.13661724,14.61001612,12.4518906,12.77983115,10.37300172,18.09825299,15.80125926,16.88527581,16.90294471,16.88655577,15.76658274,12.51131944,18.33890714,0.0,0.0,7.962655752,0.0,0.0,0.0,13.45153849,0.0,0.0,15.69683633,0.0,19.91921472,0.0,12.17709608,0.0,0.0,0.0,0.0,13.93553309,11.62846592,14.46675955,16.8117218,19.20721652,15.54919988,14.48666604,13.86325264,0.0,17.07292371,0.0,17.88107034,14.45880666,15.99245298,17.77083394,0.0,0.0,19.24200075,17.30841648,19.87030497,0.0,0.0,0.0,13.63276423,0.0,13.97820148,0.0,15.5123632,15.80359124,0.0,16.96993909,13.70189516,14.41293569,17.55943861,18.44113148,0.0,12.88692484,0.0,0.0,18.19567913,15.97685484,0.0,0.0,16.11015404,0.0,18.13716201,13.91253623,15.01923794,17.54328937,13.62023171,15.25051065,0.0,0.0,12.87218035,12.750944,
R1.24h.6C,24,R1,12.36340329,0.0,0.0,0.0,19.34584818,0.0,0.0,19.92946723,14.49157979,0.0,17.88898223,15.38554963,13.55523823,13.87816507,9.715341963,0.0,16.15220173,0.0,0.0,17.20465864,15.50100456,15.01779688,16.00397576,18.89367959,0.0,7.878811776,0.0,0.0,0.0,14.25465128,0.0,0.0,16.1863676,0.0,0.0,0.0,12.34686642,0.0,0.0,0.0,0.0,14.96050704,11.96242675,15.03653725,0.0,0.0,18.67539246,14.78718389,13.6885044,0.0,0.0,0.0,17.54372788,13.25672253,16.74536338,0.0,0.0,0.0,0.0,18.07366953,0.0,18.68368648,0.0,0.0,15.99924411,0.0,14.45019783,20.53754583,17.73770683,22.33064708,0.0,16.20586219,14.27804535,14.45704913,17.1732018,0.0,0.0,14.50249936,0.0,0.0,0.0,17.05775789,0.0,0.0,17.45240912,0.0,0.0,14.61838444,15.92513751,14.73906615,11.56688282,15.76396392,0.0,17.51898718,14.63869284,16.72304266,
R1.24h.6D,24,R1,18.15881209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.23499015,0.0,0.0,0.0,20.85433605,0.0,0.0,0.0,34.48124105,0.0,0.0,0.0,0.0,15.4215657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9756893,0.0,0.0,0.0,0.0,19.56071231,18.01021606,0.0,0.0,0.0,20.61791143,20.59676632,0.0,0.0,0.0,0.0,0.0,25.32394947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.77966295,0.0,0.0,0.0,0.0,18.57175916,0.0,18.88489986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
R1.24h.6E,24,R1,11.24041574,19.93493843,0.0,0.0,18.14518092,18.87213882,0.0,19.07341484,15.06513482,0.0,0.0,15.33298829,12.49737608,13.95510252,10.90217603,0.0,16.76311048,16.39959719,16.06124455,17.87109839,17.65330231,14.72825443,0.0,18.57633195,0.0,8.45942674,0.0,0.0,0.0,14.54022414,0.0,21.60429933,18.42424154,0.0,0.0,0.0,12.53707812,0.0,0.0,0.0,17.61286552,16.16943029,12.46941904,15.86160874,0.0,0.0,16.60102278,14.91782344,13.25698082,0.0,0.0,0.0,16.44449395,13.92863159,15.69667558,17.85685473,0.0,0.0,20.04879556,13.81330514,19.59649328,19.93841755,0.0,0.0,15.5219805,18.30848176,14.22057739,0.0,15.83246203,15.51156935,0.0,14.65860724,12.74389093,13.87360543,17.54794168,17.03990241,0.0,13.8383548,0.0,0.0,17.09844235,18.15865697,0.0,0.0,14.56228918,0.0,0.0,14.05018318,14.68195885,13.73199476,12.5401517,15.73293288,0.0,18.35334685,14.98302681,13.33323664,
R1.24h.6F,24,R1,12.11169992,17.50990956,14.96446299,0.0,0.0,0.0,0.0,0.0,16.13918258,0.0,29.70728779,14.73896157,13.06072349,15.53000524,12.41504633,0.0,18.00031103,15.93707046,15.88880467,19.02960789,15.86798804,17.80537687,18.25370873,19.5653874,20.30348068,9.53157402,0.0,0.0,17.8707029,14.80579426,0.0,0.0,17.56311233,0.0,0.0,0.0,13.60552537,20.28808206,0.0,0.0,17.48995375,14.50581183,12.78176996,16.41663125,15.46022924,18.91243196,17.68045705,17.89369628,13.88447459,0.0,0.0,0.0,18.10743817,20.43523585,15.40322426,15.59368094,0.0,0.0,20.04060146,17.67328166,16.43423285,0.0,20.69472253,0.0,17.41985423,0.0,15.14276416,0.0,16.96481194,16.33029139,0.0,17.53923041,13.90773413,14.48437184,17.06272928,18.98367185,0.0,14.64219566,18.25649604,0.0,17.78010193,16.53527216,0.0,15.63414482,16.24064321,18.40692868,0.0,15.64502912,17.67463346,14.53526855,13.86484935,16.28099233,0.0,0.0,15.10219036,13.10880109,
R1.24h.6G,24,R1,11.13279506,0.0,0.0,0.0,19.06387007,0.0,0.0,19.71667621,15.88452227,0.0,17.74232075,15.22760427,12.2865744,12.92543615,10.58981868,0.0,18.37956551,0.0,17.91719203,16.73907624,14.48825717,14.39436061,0.0,0.0,0.0,8.109307647,0.0,17.92304121,0.0,14.32463089,0.0,0.0,16.70623869,0.0,0.0,0.0,12.65395347,0.0,0.0,0.0,17.17394941,13.06098332,12.25301807,14.85429589,18.10622072,18.91400873,16.87931794,15.17366912,13.6706953,0.0,0.0,0.0,16.46670834,13.71961632,15.37572195,0.0,0.0,18.69819341,0.0,18.81032709,0.0,18.57343836,0.0,0.0,17.66532354,0.0,13.64156078,0.0,17.11163974,16.15223828,0.0,15.74780451,12.12696535,14.96090777,17.53774854,16.8497758,0.0,13.49639232,0.0,0.0,0.0,16.64442779,0.0,0.0,15.24578864,0.0,0.0,13.89407931,16.77036592,13.96249044,12.65727144,15.52781365,0.0,0.0,13.75270969,12.95011986,
R1.24h.6H,24,R1,11.17455627,19.33705871,0.0,19.64275003,18.38837536,18.95182521,0.0,0.0,15.30880358,0.0,0.0,15.60627988,12.91015438,14.17834261,10.36403536,0.0,17.14026611,16.5040897,18.26552529,16.89751449,16.27407598,13.04996153,0.0,0.0,0.0,8.695725419,0.0,0.0,0.0,15.03245655,0.0,0.0,16.37691153,0.0,18.67180575,0.0,12.61569361,0.0,0.0,0.0,16.87776169,14.49977155,12.74938334,14.74971514,16.53142893,0.0,19.01395147,14.7922261,13.40142706,0.0,0.0,0.0,17.27484136,16.25935403,15.91612738,0.0,0.0,0.0,20.80252191,15.68941875,0.0,19.97901042,0.0,0.0,16.15479309,0.0,14.60108583,0.0,16.32108825,14.65474143,0.0,15.57315606,12.9031981,15.16365505,16.54342411,19.1479636,0.0,13.37198534,0.0,0.0,18.48497972,16.17077819,0.0,0.0,18.50025013,0.0,0.0,14.77496092,15.70713262,14.60791433,13.48092275,16.0833281,0.0,0.0,14.58219874,15.2777784,
E14tg2a.48h.1A,48,E14,9.925258314,17.70311689,19.04271203,0.0,16.4347546,17.86025355,0.0,20.36061714,14.59390045,0.0,14.50234344,13.64884002,11.6862854,12.31485932,8.704727826,0.0,16.60955631,18.26496072,0.0,16.80078015,16.69311158,12.97624727,18.25707234,19.67239876,0.0,7.263538116,0.0,0.0,0.0,12.51185188,0.0,0.0,18.37954635,0.0,18.92955945,0.0,12.26972761,0.0,19.05924223,0.0,15.6679695,14.18392012,11.55585726,15.4298733,18.66740884,19.140767,16.90211995,12.87512185,12.41456221,0.0,16.71101132,0.0,15.68353379,17.35391054,14.5469167,0.0,0.0,18.62816708,19.97702113,0.0,0.0,18.21377656,0.0,0.0,17.2863355,0.0,14.28272048,19.63330661,14.89652745,14.69394382,15.69830832,14.78487071,13.08424174,13.29967614,17.82583349,16.94749634,0.0,12.69460828,0.0,0.0,0.0,17.45744875,0.0,0.0,12.63881862,0.0,0.0,13.86065284,14.01499954,13.01544739,11.46078056,14.11079797,0.0,0.0,13.56066704,15.18951916,
E14tg2a.48h.1B,48,E14,11.2896324,17.2694883,0.0,0.0,0.0,21.16219727,0.0,17.24128461,16.0412523,0.0,17.39485078,14.31115589,12.86241423,13.43147009,9.610348972,0.0,17.27362433,17.54325975,0.0,19.60079054,17.02756346,13.91695376,15.50877506,0.0,0.0,9.629444476,0.0,18.99583863,0.0,14.38416442,0.0,0.0,17.19212906,0.0,0.0,0.0,12.35822184,0.0,0.0,0.0,17.51212118,13.64829423,11.98197097,15.54428381,0.0,19.03480376,19.92618003,13.75606482,14.1006355,0.0,17.22431095,0.0,17.79851777,17.35088601,16.5932605,0.0,0.0,0.0,20.34315918,0.0,0.0,17.97854042,0.0,0.0,15.35464554,0.0,14.86603157,0.0,16.43783475,15.28849272,16.55301564,16.61154544,15.75689544,14.18962567,18.32605588,0.0,0.0,13.43912089,0.0,0.0,0.0,0.0,0.0,0.0,14.65242112,0.0,0.0,14.77169122,12.87340457,14.20568886,12.2680077,16.65216633,0.0,0.0,14.60035063,17.63669627,
